,ID,Name,Text,Quantity,Unit,ingredient
254,41,Cookbook:Bread,"5 Some Selected Bread Recipes

5.1 Bread Basics
5.2 Leavened Breads

5.2.1 Yeast Breads
5.2.2 Bread Machine Breads
5.2.3 Steamed Breads
5.2.4 Biscuits
5.2.5 Quick Breads, etc.
5.2.6 Sourdough Breads
5.2.7 Other Breads
5.2.8 Pizza
5.2.9 Soda Breads


5.3 Unleavened Breads

",5,Some,"Selected Bread Recipes

5.1 Bread Basics
5.2 Leavened Breads

5.2.1 Yeast Breads
5.2.2 Bread Machine Breads
5.2.3 Steamed Breads
5.2.4 Biscuits
5.2.5 Quick Breads, etc.
5.2.6 Sourdough Breads
5.2.7 Other Breads
5.2.8 Pizza
5.2.9 Soda Breads


5.3 Unleavened Breads

"
255,41,Cookbook:Bread,5.1 Bread Basics,5.1,Bread,Basics
256,41,Cookbook:Bread,"5.2 Leavened Breads

5.2.1 Yeast Breads
5.2.2 Bread Machine Breads
5.2.3 Steamed Breads
5.2.4 Biscuits
5.2.5 Quick Breads, etc.
5.2.6 Sourdough Breads
5.2.7 Other Breads
5.2.8 Pizza
5.2.9 Soda Breads

",5.2,Leavened,"Breads

5.2.1 Yeast Breads
5.2.2 Bread Machine Breads
5.2.3 Steamed Breads
5.2.4 Biscuits
5.2.5 Quick Breads, etc.
5.2.6 Sourdough Breads
5.2.7 Other Breads
5.2.8 Pizza
5.2.9 Soda Breads

"
257,41,Cookbook:Bread,5.2.1 Yeast Breads,5.2.1,Yeast,Breads
258,41,Cookbook:Bread,5.2.2 Bread Machine Breads,5.2.2,Bread,Machine Breads
259,41,Cookbook:Bread,5.2.3 Steamed Breads,5.2.3,Steamed,Breads
260,41,Cookbook:Bread,"5.2.5 Quick Breads, etc.",5.2.5,Quick,"Breads, etc."
261,41,Cookbook:Bread,5.2.6 Sourdough Breads,5.2.6,Sourdough,Breads
262,41,Cookbook:Bread,5.2.7 Other Breads,5.2.7,Other,Breads
263,41,Cookbook:Bread,5.2.9 Soda Breads,5.2.9,Soda,Breads
264,41,Cookbook:Bread,5.3 Unleavened Breads,5.3,Unleavened,Breads
265,41,Cookbook:Bread,6 See Also,6,See,Also
266,41,Cookbook:Bread,7 External Links and References,7,External,Links and References
267,42,Cookbook:Breaded Fried Oysters,"1 pint shucked large oysters, cleaned and dried",1,pint,"shucked large oysters, cleaned and dried"
268,42,Cookbook:Breaded Fried Oysters,¼ cup cream,¼,cup,cream
269,42,Cookbook:Breaded Fried Oysters,2 cups fine bread crumbs or cracker crumbs,2,cups,fine bread crumbs or cracker crumbs
270,42,Cookbook:Breaded Fried Oysters,"Salt, to taste","Salt,",to,taste
271,42,Cookbook:Breaded Fried Oysters,"Black pepper, to taste",Black,"pepper,",to taste
272,42,Cookbook:Breaded Fried Oysters,"Cayenne pepper, to taste",Cayenne,"pepper,",to taste
273,42,Cookbook:Breaded Fried Oysters,"Vegetable oil, to fry",Vegetable,"oil,",to fry
274,43,Cookbook:Breakfast Waffles (Gluten-Free),"3 eggs, separated",3,"eggs,",separated
275,43,Cookbook:Breakfast Waffles (Gluten-Free),1 3/4 cups (420ml) milk,1,3/4,cups (420ml) milk
276,43,Cookbook:Breakfast Waffles (Gluten-Free),1/2 lb (225g) Wheat-Free Baking Mix,1/2,lb,(225g) Wheat-Free Baking Mix
277,43,Cookbook:Breakfast Waffles (Gluten-Free),2 teaspoons baking powder,2,teaspoons,baking powder
278,43,Cookbook:Breakfast Waffles (Gluten-Free),3 teaspoons sugar,3,teaspoons,sugar
279,43,Cookbook:Breakfast Waffles (Gluten-Free),1/2 teaspoon salt,1/2,teaspoon,salt
280,43,Cookbook:Breakfast Waffles (Gluten-Free),1/4 cup (2 oz) vegetable oil,1/4,cup,(2 oz) vegetable oil
281,44,Cookbook:Brigadeiro,1 can of sweetened condensed milk (395g),1,can,of sweetened condensed milk (395g)
282,44,Cookbook:Brigadeiro,1 tablespoon of butter,1,tablespoon,of butter
283,44,Cookbook:Brigadeiro,3 tablespoons of cocoa powder,3,tablespoons,of cocoa powder
284,44,Cookbook:Brigadeiro,1 box of chocolate sprinkles (482g),1,box,of chocolate sprinkles (482g)
285,45,Cookbook:British Lemon Meringue Pie,8 digestive biscuits (plain/tea biscuits),8,digestive,biscuits (plain/tea biscuits)
286,45,Cookbook:British Lemon Meringue Pie,"2 imperial tbsp (36 mL, 2.4 US tbsp.) butter",2,imperial,"tbsp (36 mL, 2.4 US tbsp.) butter"
287,45,Cookbook:British Lemon Meringue Pie,1 tin (300mL) sweetened condensed milk,1,tin,(300mL) sweetened condensed milk
288,45,Cookbook:British Lemon Meringue Pie,"1-2 lemons, zest and juice",1-2,"lemons,",zest and juice
289,45,Cookbook:British Lemon Meringue Pie,"3 eggs (1 yolk, 3 whites)",3,eggs,"(1 yolk, 3 whites)"
290,45,Cookbook:British Lemon Meringue Pie,"6 imperial tbsp (108 mL, 7.2 US tbsp.) caster sugar",6,imperial,"tbsp (108 mL, 7.2 US tbsp.) caster sugar"
291,46,Cookbook:Broccoli Stir Fry,chicken or other meat.,chicken,or,other meat.
292,46,Cookbook:Broccoli Stir Fry,powdered ginger (optional),powdered,ginger,(optional)
293,46,Cookbook:Broccoli Stir Fry,"oil to fry with, possibly including sesame oil",oil,to,"fry with, possibly including sesame oil"
294,47,Cookbook:Brown Gravy,2 T chopped onion,2,T,chopped onion
295,47,Cookbook:Brown Gravy,2 T vegetable oil,2,T,vegetable oil
296,47,Cookbook:Brown Gravy,1 t salt,1,t,salt
297,47,Cookbook:Brown Gravy,Pepper to taste,Pepper,to,taste
298,47,Cookbook:Brown Gravy,2 T flour,2,T,flour
299,47,Cookbook:Brown Gravy,1½ C vegetable stock (or beef or mushroom stock),1½,C,vegetable stock (or beef or mushroom stock)
300,47,Cookbook:Brown Gravy,1 t yeast extract,1,t,yeast extract
301,48,Cookbook:Brown Rice with Ground Turkey,"2 cups cooked brown rice (300 Calories, 66 g Carbs, 8  Protein)",2,cups,"cooked brown rice (300 Calories, 66 g Carbs, 8  Protein)"
302,48,Cookbook:Brown Rice with Ground Turkey,"20 ounces of extra lean ground turkey breast (600 calories, 130 g protein, cholesterol 225 mg)",20,ounces,"of extra lean ground turkey breast (600 calories, 130 g protein, cholesterol 225 mg)"
303,48,Cookbook:Brown Rice with Ground Turkey,"1 12 oz can diced tomatoes with green chilies (90 calories, 18 g Carbs, 3 g protein, 3 g dietary fiber)",1,12,"oz can diced tomatoes with green chilies (90 calories, 18 g Carbs, 3 g protein, 3 g dietary fiber)"
304,48,Cookbook:Brown Rice with Ground Turkey,1 ounce vegetable oil (120 calories),1,ounce,vegetable oil (120 calories)
305,48,Cookbook:Brown Rice with Ground Turkey,"1 tablespoon Teriyaki Sauce (10 calories, 2 g carbs, 1 g sugar)",1,tablespoon,"Teriyaki Sauce (10 calories, 2 g carbs, 1 g sugar)"
306,48,Cookbook:Brown Rice with Ground Turkey,"Seasonings to taste: e.g., garlic powder, lemon pepper, All Spice, etc.",Seasonings,to,"taste: e.g., garlic powder, lemon pepper, All Spice, etc."
307,49,Cookbook:Brownies,"1 Recipes

1.1 Plain
1.2 For Special diets
1.3 Variations

",1,"Recipes

1.1","Plain
1.2 For Special diets
1.3 Variations

"
308,49,Cookbook:Brownies,1.2 For Special diets,1.2,For,Special diets
309,49,Cookbook:Brownies,2 See Also,2,See,Also
310,50,Cookbook:Bruschetta,"1 loaf of Italian or French bread, sliced 1/2 inch (c. 1cm) thick on the bias",1,loaf,"of Italian or French bread, sliced 1/2 inch (c. 1cm) thick on the bias"
311,50,Cookbook:Bruschetta,1/2 head garlic,1/2,head,garlic
312,50,Cookbook:Bruschetta,Kosher salt or sea salt and freshly ground black pepper,Kosher,salt,or sea salt and freshly ground black pepper
313,50,Cookbook:Bruschetta,Extra-virgin olive oil,Extra-virgin,olive,oil
314,50,Cookbook:Bruschetta,Toppings of your choice (see examples below),Toppings,of,your choice (see examples below)
315,51,Cookbook:Bubble and Squeak,"1 medium onion, chopped, optional, red, white, or yellow only",1,medium,"onion, chopped, optional, red, white, or yellow only"
316,51,Cookbook:Bubble and Squeak,1 tablespoon fat or oil,1,tablespoon,fat or oil
317,51,Cookbook:Bubble and Squeak,"Various cooked vegetables, potatoes and cabbage, optionally carrots, peas, and Brussels sprouts.",Various,cooked,"vegetables, potatoes and cabbage, optionally carrots, peas, and Brussels sprouts."
